Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Aloyna ,Sophia ,Yegor,Olya,Valentina,Katya,Ksyusha,Lada,Natasha,Revmira ,Oksana,Marina,Chegga ,Lilia,Alla
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,101,101,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,102,102,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,103,103,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,104,104,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,105,105,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,106,106,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,176,176,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
11,Anfisa offends Natasha,2017-01-04,2017-01-04,T,3rd-person,129,129,,,,,," Anfisa says, ""I'm sorry if I offended you"" ((130). This takes place during the holidays when Natasha's family is staying with her ""until the eleventh"" which is ""another week"" (108).",Natasha,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
11,Anfisa offends Natasha,2017-01-04,2017-01-04,T,3rd-person,130,130,,,,,," Anfisa says, ""I'm sorry if I offended you"" ((130). This takes place during the holidays when Natasha's family is staying with her ""until the eleventh"" which is ""another week"" (108).",Natasha,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
11,Anfisa offends Natasha,2017-01-04,2017-01-04,T,3rd-person,,,,,,,," Anfisa says, ""I'm sorry if I offended you"" ((130). This takes place during the holidays when Natasha's family is staying with her ""until the eleventh"" which is ""another week"" (108).",Natasha,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
12,Artyom Dies on Mountain,2017-02-27,2017-02-27,F,3rd-person,141,141,,,,,,"The day Artyom dies, ""Revmira woke up knowing it was Feb. 27"" (133), which is a Sunday: ""today was Sunday"" (145). (The last time Feb 27 was on a Sunday was 2017, so we know the present events are between 2016 and 2017)",Revmira,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
12,Artyom Dies on Mountain,2017-02-27,2017-02-27,F,3rd-person,142,142,,,,,,"The day Artyom dies, ""Revmira woke up knowing it was Feb. 27"" (133), which is a Sunday: ""today was Sunday"" (145). (The last time Feb 27 was on a Sunday was 2017, so we know the present events are between 2016 and 2017)",Revmira,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
12,Artyom Dies on Mountain,2017-02-27,2017-02-27,F,3rd-person,143,143,,,,,,"The day Artyom dies, ""Revmira woke up knowing it was Feb. 27"" (133), which is a Sunday: ""today was Sunday"" (145). (The last time Feb 27 was on a Sunday was 2017, so we know the present events are between 2016 and 2017)",Revmira,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
12,Artyom Dies on Mountain,2017-02-27,2017-02-27,F,3rd-person,144,144,,,,,,"The day Artyom dies, ""Revmira woke up knowing it was Feb. 27"" (133), which is a Sunday: ""today was Sunday"" (145). (The last time Feb 27 was on a Sunday was 2017, so we know the present events are between 2016 and 2017)",Revmira,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
12,Artyom Dies on Mountain,2017-02-27,2017-02-27,F,3rd-person,145,145,,,,,,"The day Artyom dies, ""Revmira woke up knowing it was Feb. 27"" (133), which is a Sunday: ""today was Sunday"" (145). (The last time Feb 27 was on a Sunday was 2017, so we know the present events are between 2016 and 2017)",Revmira,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
12,Artyom Dies on Mountain,2017-02-27,2017-02-27,F,3rd-person,146,146,,,,,,"The day Artyom dies, ""Revmira woke up knowing it was Feb. 27"" (133), which is a Sunday: ""today was Sunday"" (145). (The last time Feb 27 was on a Sunday was 2017, so we know the present events are between 2016 and 2017)",Revmira,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,147,147,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,148,148,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,153,153,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,154,154,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,155,155,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,159,159,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,162,162,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,163,163,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,164,164,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,165,165,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
13,Nadia Leaves Chegga,2017-03-14,2017-03-14,T,3rd-person,170,170,,,,,,"Nadia has ""seven weeks"" vacation, which she uses to leave Chegga and stay in Esso with her parents. This time frame ""would take them into may."" (149)",Chegga,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
,,,,,3rd-person,,,,,,,,,,,,,,,,,,,,,,,,
14,Police find a body in the ocean ,2017-04-15,2017-04-15,T,3rd-person,178,178,,,,,,"Zoya's babysitter tells her that it was ""on the news this morning that the police found a body in the bay.""  (178)",,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
14,Police find a body in the ocean ,2017-04-15,2017-04-15,T,3rd-person,181,181,,,,,,"Zoya's babysitter tells her that it was ""on the news this morning that the police found a body in the bay.""  (178)",,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
14,Police find a body in the ocean ,2017-04-15,2017-04-15,T,3rd-person,182,182,,,,,,"Zoya's babysitter tells her that it was ""on the news this morning that the police found a body in the bay.""  (178)",,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
14,Police find a body in the ocean ,2017-04-15,2017-04-15,T,3rd-person,,,,,,,,"Zoya's babysitter tells her that it was ""on the news this morning that the police found a body in the bay.""  (178)",,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,190,190,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,191,191,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,192,192,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,193,193,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,194,194,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,195,195,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,196,196,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,197,197,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,198,198,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,199,199,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,200,200,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,201,201,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,202,202,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,203,203,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
15,Max/Oksana lose Maylish,2017-05-15,2017-05-15,T,3rd-person,,,,,,,,"Max apologizes to Oksana for loosing Maylish, and his excuse is that he ""couldn't figure out [Oksana's] locks'"" (193)",Katya and Oksana,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,208,238,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,209,209,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,210,210,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,211,211,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,212,212,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,213,213,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,214,214,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,215,215,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,216,216,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,217,217,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,218,218,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,219,219,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,220,220,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,221,221,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,222,222,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,223,223,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,224,224,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,225,225,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,226,226,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,227,227,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,228,228,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,229,229,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,230,230,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-29,2017-06-30,F,3rd-person,231,231,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-06-30,2017-07-01,F,3rd-person,232,232,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-07-01,2017-07-02,F,3rd-person,233,233,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-07-02,2017-07-03,F,3rd-person,234,234,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-07-03,2017-07-04,F,3rd-person,235,235,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-07-04,2017-07-05,F,3rd-person,236,236,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-07-05,2017-07-06,F,3rd-person,237,237,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
16,Nurgenek festival ,2017-07-06,2017-07-07,F,3rd-person,238,238,,,,,,"Alla welcomes the solstice celebration which takes place ""on this final day of june"" (218)","Alla, Chegga, Ksyusha, and Natasha",F,F,F,F,F,F,T,F,T,F,F,F,T,F,T
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,238,246,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,239,239,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,240,240,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,241,241,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,242,242,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,243,243,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,244,244,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,245,245,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,246,246,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-06-30,2017-06-30,F,3rd-person,247,247,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
17,Yegor's House Raid,2017-07-01,2017-07-01,F,3rd-person,248,248,,,,,,"Ryakhovsky tells Marina that the detectives will 'start organizing the flight...up to Esso'"" (246)","Chegga, Marina, and Natasha",F,F,F,F,F,F,F,F,T,F,F,T,T,F,F
18,Aloyna tells Sophia stories to calm her,2017-07-01,2017-07-01,F,Aloyna ,253,253,,,,,,"Aloyna says ""don't cry. Listen. Do you want to hear again about the girl with the golden slipper?"" (253)","Aloyna, Lilia, and Sophia",T,T,F,F,F,F,F,F,F,F,F,F,F,T,F
18,Aloyna tells Sophia stories to calm her,2017-07-01,2017-07-01,F,Aloyna ,254,254,,,,,,"Aloyna says ""don't cry. Listen. Do you want to hear again about the girl with the golden slipper?"" (253)","Aloyna, Lilia, and Sophia",T,T,F,F,F,F,F,F,F,F,F,F,F,T,F
18,Aloyna tells Sophia stories to calm her,2017-07-01,2017-07-01,F,Aloyna ,255,255,,,,,,"Aloyna says ""don't cry. Listen. Do you want to hear again about the girl with the golden slipper?"" (253)","Aloyna, Lilia, and Sophia",T,T,F,F,F,F,F,F,F,F,F,F,F,T,F
18,Aloyna tells Sophia stories to calm her,2017-07-01,2017-07-01,F,Aloyna ,256,256,,,,,,"Aloyna says ""don't cry. Listen. Do you want to hear again about the girl with the golden slipper?"" (253)","Aloyna, Lilia, and Sophia",T,T,F,F,F,F,F,F,F,F,F,F,F,T,F
